review,sentiment
"Simply put , I was amazingly disappointed . I 'm a huge fan of Asian Horror , and I can watch unoriginality ( I myself enjoyed `` The Red Shoes '' and `` Phone '' ) , but this was just poor . The movie has a lot of elements that are very high-quality : the photography is eye-catching , the visuals are cool , the directing is inspired , the acting is pretty good , the music is easy on the ears , and the CGI is incredible . But , since this is a horror film , we are expected to be scared , which just wo n't happen with this film . As with most South Korean horrors , this is unoriginal almost from beginning to end : there 's the trademark long-haired vengeful female ghost , ominous clumps of thick , black hair and puddles of water , and near the end , a twist that * almost * , but not quite makes sense out of the whole thing ( the twist is easily one of the best qualities ) . And to the viewer 's irritation , when the film is n't recycling ( at times , so exact that it could easily be dubbed plagiarized ) imagery from other movies , it 's making you jump . A lot . And by jumps , I do n't mean things jumping out or anything , just VERY loud noises and screeches in the soundtrack used to make the audience jump six feet in the air ( there 's even a few `` made-you-jump '' moments that are simply infuriating ) . And when it is not ripping-off other movies , it 's boring , and hard to sit through . And it 's a shame , because `` Ryeong '' could have easily been really good , and it has everything to make it good , but its the annoying overuse of completely predictable loud noises and jump scares that eventually ruin the movie . A perfect example of how good it could have been : there 's a moment when one of out characters is looking at a corpse , and without a sound , the corpse looks back . It 's wholly predictable , but the use of silence in that scene is brilliant . And unfortunately , that 's as scary as the movie got for me . Admittedly , `` Ryeong '' has a few good features , and even a couple jumps that are n't as predictable , and do work . There 's a very good and sad back-story used to explain the events , and the twist is pretty unpredictable . Those are the only things that separate the film from any other Asian ghost/horror film . But the problem with these is , even though they do work , they have been used before ( J-Horror fans will easily realize the big reveal was inspired by `` A Tale of Two Sisters '' ) , and it takes the back-story a good fifty minutes to get going . So in the end , `` Ryong '' really seems like a truly wasted opportunity . Tae-kyeong Kim hoped that the plot twist and other good features act as diversions , so the audience wo n't notice the huge flaws . But he failed , and well ... We noticed everything . My rating : 4/10 .",0
"Five years after she teamed up with James Cagney in `` The Public Enemy '' , Mae Clarke makes another appearance , this time as his fiancée with Cagney 's character on the other side of the law . It seems like she was calling more of the shots in their relationship as well , trying to get Johnny Cave to be a little more practical with his money and his career . You had to figure they 'd get back together after she gave him the boot for challenging her crooked boss ; those things have a way of working out in pictures . I got a kick out of watching Cagney in this one . I usually do , and here he looked like he might have auditioned that characteristic shoulder shrug move that he used to good effect in `` Angels With Dirty Faces '' portraying Rocky Sullivan . It was right after he threw Cavanaugh ( Robert Gleckler ) out of his office during the first attempt at bribing the new Weights and Measures boss . He turns to the camera and hitches up as if entirely pleased with his response to the crook - very cool . It 's my understanding that this was n't one of Cagney 's Warner films , but it might as well have been . Warner 's often took up the cause for the common man , and the expose of crooked merchants and the politicians who protected them would have been right up their alley . You also have those great New York City street scenes depicting cars and shops of the era , with home made signs pricing flour at eighteen cents a pound . Hey , how about the furniture store selling the living room set for a hundred eighty nine dollars , you might get a single stick chair for that price today . Best part of the picture just might be that meat counter scene when Cagney , James Burke ( Aloysius ) and the butchers play catch with an underweight chicken . One of the film 's lighter moments , but you get an idea how tense people can get when they 're caught cheating . Same with the truck driver who 's pressured by Johnny into signing for an accurate delivery ; he just was n't used to doing that . All in all , a nice diversion from Cagney 's more typical gangster presence , even if not up to the standard of his feature films . It 's easy enough to obtain as one of a handful of public domain Cagney pictures out there , and often found in relatively inexpensive compilations .",1
"Ru Paul plays a secret agent called Starrbooty . She teams up with another drag queen agent to fight the evil Annaka Manners ( Candis Cayne ) and get her kidnapped niece back ... or something like that . Seriously -- I had trouble concentrating on the plot ! The movie is seemingly directed by somebody with severe ADD -- quick camera cuts nonstop that make it impossible to focus on anything . The dialogue is incomprehensible at times and when you can hear it you wish it remained incomprehensible ! The acting is actually pretty OK except for Ru Paul who overacts to an embarrassing degree . Also the film is full of disgusting bathroom humor that is just revolting and not even remotely funny . After 30 minutes I had to leave because I was bored , sick and just could n't stand it anymore . I pride myself on sitting through anything but this went WAY beyond my limits ! People are comparing this to the early work of John Waters . I disagree . Waters ' work is sick but good -- this is just sick . Avoid .",0
"Watched this months ago on Netflix Instant and left a review there . Let me say , most of the other reviews are very accurate . This movie was bad writing , bad acting and bad directing . I too , had liked Russell and Pare `` back in the old days '' and was very hopeful for them . In my Netflix review , I mentioned that I lost interest in the film and proceeded to wash the dishes and make a sandwich , yet still watching the movie from the kitchen . When I did return to the living room , I was very confused as the last 5 minutes of the film unfolded . I even rewound it to make sure I was not missing anything . This film totally crapped out on how to do a `` twist '' ending . I suspect that the idea sounded good , maybe the script was intriguing , but the budget was so non-existent that sets were really lacking . And yes , I suppose all those `` bad sets '' were an effort to give the viewer a clue . All it told me was `` low budget . '' Anyway , the reason I came here , was because over the weekend I saw a review of Shutter Island , and with what the reviewers were saying , or not saying , lead me to believe that Shutter Island is the same deal , only with a budget 50 to 60 times more ! ( Actually I have no idea how much Dark World cost , but I HOPE they did n't spend more than 1 million ! ) So , that being said , I kinda thought that if someone reworked the script a bit , got a bigger budget for a better `` look '' ( whether that meant a better scenic designer , or better post coloring , just someone with a vision , ) they could remake Dark World into a passable product . Now it sounds like Shutter Island is doing that . Looks like they got the vision right , but the scripting could still be off . Money ca n't buy everything , but it should in Hollywood ! PS My 2 star rating is for Russell and Pare .",0
"OK if you are looking for a fun lesbian romp . This is NOT the movie If you are looking for a fun movie with hot sociopathic characters ( in the vane of 'cruel intentions ' or 'wild things ' ) This is NOT the movie if you are looking for a classic vampire lesbian seductress 's movie . This is NOT the movie . However if you are looking to wast an hour of your life , this is your movie . It is badly written , badly directed , badly scored , badly filmed.It had bad special effects ... i mean really bad special effects . I think that you can actually generate the same special effects in imovie lol . IT REALLY IS A PRETTY BAD MOVIE . The actors were classic starlet beauties however look more like porn stars . it is shot like a soft core porn however you never get the money shot and the actors all look bored out of their brains . the 'girl on girl ' scenes , which suck btw , were so LAME that there hardly worth mentioning . go watch the 'almost sex scenes ' on youtube cos that 's the only reason you would want to watch this movie and even there not worth it . A WAST OF MONEY AND TIME ! ! ! do n't even pick it up , go watch 'Cruel intentions 2 ' instead - same movie without the bad special effects , bad storyline , bad writing , bad dialog and bad acting . actually i might go watch it now just to purge my mind",0
"Why this film was only released in 4 states is beyond me . I thought this film was a divine story . The name says it all : Seeing Other People . This movie has more logic than laughs , which I suppose is why it works so well . Common sense also makes an appearance in what would seem to be another puerile sex comedy . Alice is getting her feet frozen in the cold , when she feels irrationally about the way she might perform for her fiancé , not just sexually , but as a partner , and friend etc . This starts what seems to be an almost archetypal journey for the both of them . One fling after another leads to trouble , as if it was n't a bad idea from the start . Witty dialogue and comic set-ups make this one funny as hell ! Nicholson and Mohr set the tone of the film early on , and keep the promise they anticipate . Other highlights are Lauren Graham , Andy Richter , and Helen Slater ( in her first theatrical film in 10 years ! ) . Climax begins to take an insane turn , but a simple ending makes this one far more enjoyable than most movies today . Mohr fans will see something different in his Ed character , and fans of Helen Slater will enjoy her shiny moments of a quick , but excellent come-back . Any Richter takes home the award for most moralistic character . Romantic and funny , or just plain fun . Seeing Other People is a gem , which needs to be noticed .",1
"As an English teacher , I appreciate films that do more than tell a story . Good films , like good literature , cause one to think , reflect and predict . This film made me do all three . Mr. Jansen takes risks and uses foreshadowing , symbolism and interesting turning points for many of his characters . I also likes the fact that despite the choices the characters make in the film , their choices do not seem as adolescent or felonious as other films I have seen . The acting is pretty good and the actors seem to share a good chemistry with each other . Excellent soundtrack , with songs you do n't hear on the radio . It is a reconciling with life/spontaneous road trip film that deserves more than just a second glance .",1
"the real plot ... A group of post-Civil War prostitutes seek alternative housing in FORT BOOM . Lacy Everett and a close-knit family of call girls have been eating date expired sausages for days and plan to move into the former Fort McMillian . Locals warn the women of eating more of the dated sausage . Because there is a vicious pyromaniac loose in the area and he refuse to shuttle them out to the property . When they finally arrive at their destination , they discover their stomach is full of gass after all the bad sausage . It is not long before they learn why their new home is called FORT BOOM .",0
"Regarded as another one of the recent over-the-top drama 's brought upon us by Hollywood , this movie excels where others have totally failed ( especially considering the most underrated performance in recent dramatic character portrayal by that of Natalie Portman ) , this film is almost unanimously driven by the chemistry that both Susan and Natalie share . They seem to be so natural during the movie that you would mistake them for a real family . They go through so many mother-daughter conflicts in the story its kind of hard not to pick up on their acting abilities . I feel that these two actress ' talented performances picked up where the story was lacking and almost too familiar ( full of cliche 's ) and really saved the suffering plot . I would recommend this movie mainly to those who like either of the two actresses or such over-the-top drama 's .",1
"As everyone knows by now , 15 Park Avenue is the story of a schizophrenic girl and her half-sister . The manifestation of Schizophrenia is still viewed as being an illness which people often feel might disappear if ignored . There are also those , who , however far fetched it may seem when it 's shown in the film , think that the illness manifests itself as a result of some sort of supernatural influence . I think Ms. Sen deserves a lot of praise for `` 15 Park Avenue '' . She has done a good turn , not only to the general public , but also to those who deal with schizophrenics ... relatives , social workers , psycho-analysts . The film actually helps in dispelling a lot of myths and misconceptions about the exact nature of this psychological disorder . I 'm told that the film is largely based on her own personal experiences with a person very close to her , who suffers from this mental affliction . To that effect , I 'm sure that none of what has been shown , is blown out of proportion ... on the contrary , it is a true representation of facts . The performances are good , on the whole , as can be expected . Konkona Sen Sharma , Shabana Azmi and of course Rahul Bose , are very good indeed . They emerge as very `` real '' characters ... credible enough for one to be able to identify with them at times . People may think me terribly queer , but I think there are moments when one can identify with Meethi as well ! I suppose all of us have a streak of `` insanity '' inside us .... perhaps some more than others . These are the people who are singled out . After all , do n't we all have our secret fantasies and dreams ? Impossible ones , at times ? Would we be dubbed as being `` off our rockers '' if people could glimpse into these areas of our minds ? Would a person with low self-esteem , be considered a schizophrenic because he/she shuns company ... preferring instead to live in a world of his/her own because that 's the only space where there is a sense of security ? Konkona , as Meethi , is outstanding ! ! Her performance is so effortless ... she lives her part . She has shown the ability to lull the audience into forgetting the divide between reality and acting ! A case in point is the part where she 's distressed at the scene , shown on TV , of Saddam Hussein 's arrest . Her reaction seems so uninhibited and intense ... as if she 's really heart-broken at this tragedy ! Her brand of Indian English too , is so spontaneous and natural . However , the same can not be said for at least a couple of the other actors . Kanwaljeet and Waheeda Rehman , splendid actors both , seem ill at ease when delivering their dialogue in English . Their diction is less than perfect ... stilted and affected , the fact that they are making a supreme effort , becomes more than apparent . Their dialogue delivery is jarring and tends to break the smooth flow of the unfolding of the tale . The brutal rape of Meethi ( Konkona ) , seems somewhat unnecessary . Any other incident would have sufficed just as well , I feel . The point here is that something triggers off the extreme manifestation of the illness . As the psychiatrist explains , one can not , with any modicum of conviction or certainty , say that the incident of the rape was instrumental in bringing the hitherto latent propensity towards schizophrenia , to the fore . Then why are we subjected to the scene where Meethi lies bleeding and unconscious . Was Ms. Sen trying to make a social statement about the state of politics in our country , where the voice of the masses is silenced by a handful of people who resort to violence in order to stay in power ? ? If so , then the scene of the rape is warranted but not strictly in the context of the main body of the film . The ending seems somewhat abrupt . Is the audience expected to find a solution ? Where does Meethi disappear to ? Does Ms. Sen want us to feel that perhaps what the psychiatrist says about whose reality is more real and hence credible , holds true ? In other words , is she trying to say that we are not without bias when judging who is on this side of the fine line between sanity and insanity ? I 'm not very sure . A thought-provoking film on the whole and well worth watching . However , IF you are the sort of person who likes things to be neat and tidy ... everything cut and dried , with a water-tight solution to each issue that comes up ... this film is clearly not meant for you !",1
"This is a great off-the-wall romantic comedy about love , work , pandering to the public taste , and midlife crises . The main character is a talented movie director who decides to make a silly PG-13 movie to get himself out of hock with the IRS . It has an excellent cast , a wide range of humor ( from deadpan to slapstick ) , and fine writing . It 's also a wry send-up of the movie industry . The metacommentary includes several excellent cuts between reality and the movie that 's being made , and in some places the film departs from strict realism . The result is a multi-dimensional masterpiece of wry midlife humor .",1
"This is a film that has to be taken in context . It should n't be seen unless you 've seen the first two films , but the sort of people seeing this film will probably own the box set , or at least know someone who does . And you should n't go in expecting Blade Runner ; the films budget does n't stretch quite that far , and it 's a far more zany ride . Essentially the film is a science fiction set in future Yokohama ( shot in Hong Kong as is obvious ) about a society where it 's illegal to procreate . Sho Aikawa reprises a similar role from Dead or Alive 2 and Riki Takeuchi is a detective for the birth control cops . Takashi Miike is n't one to give all of his reasons to you on a platter , but one can assume that the law on procreation ( enforced by giving people the pill ) is there because of over population , increased life spans and so forth . Interestingly the dialogue in the film is mainly Cantonese , whilst Sho and Riki ( who play their parts , as always , brilliantly ) speak Japanese , and a few speak English . People have criticised the English as being wooden , but I found no problems with it . Also , another person found the homosexuality themes throughout the film to be offensive ; said that Takashi Miike was anti-homosexual . He may very well be ( and not all artists have to be left-wing ) , but I ca n't see this film as an insult to homosexuals . He merely calls back philosophies of ancient Greece when homo or bisexuality was more common . The film contains similar proportions of action-packed and poignant moments to DoA 2 , although in this film the action is more martial-arts based , and are done in a very good Hong Kong style . The cinematography in the film is very nice on the eyes , with symmetrical shots , a good control on colours to give the air a polluted look , and it 's nice to see uncut , lengthy shots that are so rare in Hollywood these days . Basically , there 's a lot to like in this film : a good sense of humour , exciting action and some very beautiful moments . It 's a great finish to the series . You could criticise it for being a bit cheesy , but is n't that part of the charm ?",1
"I have just watched this movie for the first time today , and just loved it ... Yes it is simple in it 's storyline , the sweetest love story , and how any female could not fall in love with Callum Blue beats me ... The scenery in Italy was as you would expect , Beautiful , the baddies lost in the end , and for the two lovebirds to be reunited at the end , was wonderful , but that scene where a certain Italian was sweeping away the confetti after Eric and Wanda 's Wedding , perfection ! . Have a cup of tea and watch a fantastic movie , yes , better have a tissue ready and be enthralled , I know I was and hope to get it on DVD real soon . All the actors played their parts perfectly , this was a WW2 film you could believe in as it was so realistic , and without going over the top as in other films ...",1
"I really enjoyed this movie and I usually do n't like animated pictures . But I thought the cats were appealing and the story line was charming . There is a good song called `` Everybody wants to be a cat , '' that is a lot of fun . It has some comic moments and is an interesting adventure . I think it helps to be an avid cat lover to enjoy this film .",1
"This show is brilliantly hilarious ! I started watching in 2007 , and had never heard of it before then . After one episode , I was hooked . I 'm never home to watch it , so my wife bought me the entire series on DVD . Non stop laughs , need I say more ? I wish it was still on TV , because it is definitely worthy and a whole lot better of crap on currently on TV . I wish they would make a movie , seriously , who would n't go see it . Kevin James 's name alone will bring a huge fanbase to any movie , the guy is ( make your stomach hurt ) funny . Just a really good , down to earth , believable show . If you have the chance to buy it on DVD , do it , its worth it .",1
"Straight to video and with good reason . Its like the neighborhood kids putting on a play in the backyard , but worse . A young man , ( Don Digiulio ) inherits a farm in West Virginia that has been dormant for generations . He decides to take a few friends to check the property out . This farmland used to produce good corn crops , even during the Great Depression . The secret being that the owner was murdering folks and watering the fields with their blood . Then hang their bodies out as scarecrows . The special effects are pretty lame and the the horrible dialog is full of unfunny one-liners and the banter so ridiculous the sound may better be turned off . Cheap gore and a sham of a horror flick . Along with Digiulio in the cast : Jeanie Cheek , B.W . York , Booty Chewning and Jessica Dunphy .",0
"This very loose retelling of Carmen begins on a high note with a smoldering , sexually-frank dance between Senaglese prisoner `` Karmen '' and her female prison warden , but the vibrant opening minutes never ignite into any coherent film . One minute Karmen is all sexual predator , the next she is dancing in protest to her unfair government , and then suddenly she is a smuggler on the high seas ... Although the film deserves kudos for postulating the first carnivorously bisexual `` Karmen , '' the broad strokes it paints are so vignette-like and unsupported by any narrative coherence that the film comes off as a schizophrenic , undisciplined melange of `` Basic-Instinct '' meets `` Bound '' meets an African version of a Bollywood musical .",0
"-So the weak excuse for a story in the generic waste of time involves a guy that wants to be an animator but ca n't get his career of the ground . His super hot wife is more successful and she does n't seem to care that he 's a loser but the man is n't satisfied with that and wants to make more out of his life . One day their dog brings them a magic mask that changes his life . Unfortunately for him , the god Loki is looking for his magic mask and once he finds the man with the mask he tries to get it back and that 's the whole story . If that sounded exciting to you then someone needs to throw some water on you to wake you up -This movie is terrible . There 's really no other way for me to say it and I just ca n't stretch it enough . The only good thing about the whole thing was the woman that played Jamie Kennedy 's wife who was hot but apart from her there 's is nothing about this movie that is worth watching . I know it 's meant for kids and that 's why it 's so idiotic but what about the adults that have to take their kids to watch this trash . Why do we have to suffer through this vile vomit sack of horrid crap . The original mask was a very good movie that had a great mix of comedy and great story telling . This one is a lame attempt by hack filmmakers to cash in on the franchise and judging by the laughable BO gross I 'm guessing the franchise wo n't go on any longer . -The cinematographer needs to be beaten severely because the sugary colors of the movie will make you feel like throwing up . If there was music , I did n't pay attention to it because I had already punctured my eardrums to prevent myself from hearing the horrid dialog . Then there 's the acting or at least what passes for acting nowadays . you could watch an infomercial and see much better acting in that than the one in this movie but I ca n't really blame the actors since it 's the director who deserves the blame for apparently not realizing that the actors needed to do another f * * king take . If new line is looking to start a franchise with this then they need to up their game by hiring writers that can actually write and stop thinking that the audience will watch any crap that comes out -Bottom line if you 're a sadomasochistic and you love torturing yourself then please by all means check this out because it is painful to watch but if you 're not and you actually like to watch movies that are good then avoid at all cost",0
I was looking forward to watching this film and was therefore extremely disappointed when I found it to be complete and utter rubbish . Akerman 's direction is both heavy handed and cliched ( how much more cliched can you get than Paris at night ? ) . The male cast seems to have been chosen entirely for their resemberlance to Egon Schiele 's angst ridden self portraits . Yet the themes of jealousy and betrayal which should have been the primary focus of a film of this type are left virtually unexplored . What is left is a turgid melodrama which takes an age to get started and even longer to finish . The only advantage with this sort of film is that it makes you realise how good Goddard and Truffaut really are .,0
"`` Let me ask you one more question '' Ha ! what a great soon .. this movie was brilliant fantastic acting , great script . The only reason no-one noticed it was because of the low budget everyone will agree with me that its a cult just like `` Donnie Brasco '' it shows a young Joe Pesci once again as a mobster , this film is up their with the cults . its got some sopranos and some goodfellas chase got his idea for the sopranos when he watched this and Scorsese found Joe Pesci while watching it , that proves it must be a great am i right or am i wrong 'eh ? . I 've got to admit they showed one brilliant scene where they were throwing peanuts at a camp piano player `` Stop with the friggen peanuts '' .",1
"THE PLOT : A trucker ( Kristofferson ) battles a corrupt sheriff ( Borgnine ) by getting his fellow truckers to band together and form an unstoppable convoy that stretches for miles and soon creates a national media frenzy . THE NEGATIVE : The film 's setup is weak and the ending even weaker . It has all the good-ole-boy/trucker clichés without adding anything new in the process . It ends up making SMOKEY AND THE BANDIT look brilliant and inspired . Kristofferson is much too laid back for a leading man role and can not carry the picture . Borgnine 's character is portrayed awkwardly . At the start he is made to look like a real jerk of a sheriff who overacts to a minor contrivance that starts the whole thing rolling . Then at the end he is made out to be a little more sympathetic and even secretly siding with Kristofferson , which does n't work at all . In either case Jackie Gleason is a much better actor for this type of role . The worst part about the movie though is director Peckinpah 's attempts to throw in a 'serious message ' into this silly action flick that does nothing but slow it down and bomb in the process . THE POSITIVE : The only good scene in the whole film is the fight sequence inside the truck stop restaurant . Director Peckinpah puts a funny spin to his trademark 'slow motion ' violence and the result is amusing . Unfortunately he starts putting all the action into slow motion during the rest of the picture until it eventually becomes tiring . McGraw is always a pleasure to look at , but unfortunately she is given very little to say or do . THE LOWDOWN : If you 've read the synopsis than you have essentially 'seen ' the movie . The song that this movie is based on is pretty good , but the movie adds nothing to it and should never have been made . This is all very uninspired stuff for such a maverick director . THE RATING : 3 out of 10 .",0
"The acting was flat ( at least none of the actors sounded like they 'd just got the script that morning ) and the film and sound quality made me think of the 70s movie of the week bombs . The only thing that told me that it was indeed not a 70s movie of the week was the reference to DNA testing . But for me , being Eastern Orthodox , the most egregious thing about this .... film ..... was the total Romishness of the religion . Romania is 88 % Orthodox but you 'd never know that from this movie : Father Soren is Irish . And I 'd have known this even if I had n't seen the actor play the Irish pub keep , Michael Sullivan in Star Trek : Voyager 's `` Fairhaven '' episodes . The Bishop was wearing Roman vestments ( and for the record not even Orthodox bishops wear their vestments unless they 're saying the liturgy , especially if they live in a monastery ) . About the only non-Romish paraphernalia I saw was the 3-bar cross on the door of the church , and even then I had to squint to see it . The first reviewer said the producers had done their research . Well , if that 's true they messed up on the religious aspect of the film .",0
"In 1932 , Humphrey Bogart was a relative unknown -- an unproven actor who was starring in one of his first films . And , because he was an unknown , the movie they gave him was clearly a B-movie -- a quick film with relatively low expectations . After seeing it , I could see why it would still take Bogart many more years AND another film studio before he became a household name . While the film is n't terrible , it certainly is n't good -- making it more of a curiosity than anything else when seen today . Bogart is a pilot who has dreams of building his own aircraft engine company . However , when a vacuous rich playgirl comes his way , his dreams all seem to go on hold . As one of the characters in the film said , the combination of the two is like oil and water -- they just do n't mix . While Bogart is throwing away his promising career , his sister is going full speed on the Road to Skankville -- having met a sleazy guy who convinces her to sleep with rich guys so they can shake them down for tons of cash ! Bogey has no idea his sister IS N'T the actress she claims to be and does n't realize later that the rich woman he loves leaves him for the same guy whose mistress is .... Bogart 's SISTER ! ! ! All this leads up to a finale that is reasonably enjoyable . However , what follows is one of the dumbest scenes I have watched in a very long time ! By now , the rich lady is not going to marry the guy sleeping with Bogey 's sister ( whew ! ) but because she 's now poor and no good for Bogart , she 's about to fly away and kill herself . Bogey finds out , chases the plane on foot , jumps on the plane as it 's taking off and crawls up the fuselage to take control of the plane and save her ! ! ! This is so utterly silly and ridiculous , I found myself laughing out loud . Up until then , I might have scored it a 4 or 5 -- this sunk the movie to a 3 ( how one reviewer gave this an 8 is beyond me ) . The bottom line is that this was a talking and silly film . On top of that , it 's all wrong for Bogart , as the action hero at the end and the simpering lover are horrible matches for his persona that was so wonderfully created in the early 40s . Manly and solid better suits the man -- one of America 's great actors but clearly out of his element here . By the way , those who love Pre-Code films and their very adult sensibilities may want to see this one . Practically everyone in the film believes in and practices pre-marital sex and Bogey curses in the film -- things you never would have seen after the toughened and more moralistic Production Code was adopted in 1934 .",0
"OK. First said , I just wanted to check whether this movie has an average rating below or exactly -1 . But 5,9 . This is sicker than any of the killers ' proceedings - , - . That made me curious what people wrote here .. which in the end made me set up an account to give my 2cents of truth into this `` well of delusion '' i find here . How dare you guys even MENTION this movie in the same sentences as e.g . Seven ? The only thing they got in common is that they show various crime-scenes . That-is-it . And `` Best thriller of 1999 ! '' ? have you even watched another movie form that year ? Or any other movie in your life at all ? 1999 is not a year which people are reminded of by RESURRECTION ... what 's with actual MOVIES like 8mm , Eyes wide shut , Arlington Road , Double Jeopardy ? ( Theyre actually more a `` thriller '' than this one could ever be .. ) . Resurrection does not even deserve to be dedicated to A SECOND of 1999 . Really , you guys ca n't be serious . I watched that movie yesterday with my girlfriend , highly recommended by a friend of her . A `` great film with Christopher Lambert '' ! ... which I had not yet seen ? Hmm .. Well , first look on the Covers : OK , nothing special . At second glimpse you do n't need to have supernatural powers to be aware that they simply mirrored Lambert 's head , clipped his nose 'n this & that , then made a fancy negative pattern on top of it , to get the killers image on the COVER . You could even think they had some apprentice eat a gallon of marshmallows just to caption that creepy ( booooh ! -.- ) mouth .. whatever . Turned it around and the plot starts with .. `` it 's raining in Chicago ... blabber blabber '' . Come on , a six year old could have made that snippet sound more exciting . Now , with this enormous excitement coming from the movies terrific presentation -.- , you absolutely wan na start watching it . Because it ca n't be that bad , it still is Christopher Lambert . That assumption of mine was proved wrong . WIth `` proven wrong '' i mean it was brutally executed by a deadly mix of the worst imaginable acting ever known to mankind ( every actor , but the tops are the `` i can do 1-Liners ! '' police chief , Prudhommes Wife __ actually a better detective than Prudhomme when she recombines several incidents to a yet ABSOLUTELY UNKNOWN hint in the case ! ! ! ! -.- __ and .. yes .. Prudhomme himself ) featuring a squadron of inhuman fake feelings , logic errors in a 1-minute-cycle , light-years far-fetched conclusions which in my point-of-view represent an insult to any thinking human being and last but not least a camera-man who obviously was a hyperventilating kangaroo . Oh well , and if you do not completely shut down your brains ( these are n't premises to watch it ) then you should know who is who and what is what after max . 30minutes , simply because you know ANY scene after the first . That is thrilling . Thrilling because this movie almost makes you think you can tell the future . The bottom line : This is BY FAR the worst movie I can remember . Trust me , I 've seen many horrible movies which in some way were at least only bad attempts or bad copies of another movie . Resurrection however , is the best example on how to fail in every aspect possible . It was so bad that after being shocked by its unimaginably low quality in e-v-e-r-y-t-h-i-n-g , I laughed more often than in any recent comedy , simply because I was fascinated by the crew 's brazenness to publish such an -extraordinary- film strip . Good thing for Lambert he was in Highlander : Endgame a year later , thus he can be pardoned . ; ^O Anyhow , I DO recommend watching this movie to EVERYONE . In the end , we had great fun watching it : ^D . I guarantee you , after you completely watched Resurrection ( be brave , you can do it ! ) , you will worship the level of acting in any given daily soap . Or just go 'n watch highlander one more time ... that 's what I 'm gon na do .",0
"This is one of the better sci-fi series . It involves character development , a few really tensionate moments and reasonable episode scripts . As one other commentator said here , it looked as if it were a mini series , not a full blown series with filler episodes and low budgets . The problem with the show , which in short is a Godzilla series , is that it started too big , with incredible monsters , fantastic science , then it all boiled down to local Americans doing stuff . Then , the show ended too soon , since the Olympics were coming and hey ! a sci-fi show is a sci-fi show , but half naked athletic people running around aimlessly is much more important . So they only did 15 episodes instead of the expected 22 . The audience was small , too , as people did n't really caught it on at 20:00 . In the end the suits did it . Trust a marketing plan to destroy anything that looks remotely original and promising . Conclusion : you have a show with good special effects , stuff like huge monsters killing people or destroying boats , then going into genetic engineering , transforming people , human clones , end of the world , tsunamis . Also , the only fillers are scenes with aggressive rednecks or other annoying people being killed for their stupidity . The down-side is that after 15 episodes that prepare something huge , the show ends . No real ending , no closure , just a bitter taste of cloth in one 's mouth , as if you just swallowed a piece of suit .",1
"This movie is amazing because the fact that the real people portray themselves and their real life experience and do such a good job it 's like they 're almost living the past over again . Jia Hongsheng plays himself an actor who quit everything except music and drugs struggling with depression and searching for the meaning of life while being angry at everyone especially the people who care for him most . There 's moments in the movie that will make you wan na cry because the family especially the father did such a good job . However , this movie is not for everyone . Many people who suffer from depression will understand Hongsheng 's problem and why he does the things he does for example keep himself shut in a dark room or go for walks or bike rides by himself . Others might see the movie as boring because it 's just so real that its almost like a documentary . Overall this movie is great and Hongsheng deserved an Oscar for this movie so did his Dad .",1
"Well I would say that this is a very enjoyable and somewhat touching movie despite its flaws . I did n't believe for a minute that Matthau knew the first thing about being a dentist . Also , Hawn 's character seemed to recover from suicidal depression rather quickly at the beginning of the movie . Not to mention the entire thing seemed rather ridiculous . However , the film does succeed due to a good pace , humor , and its stars . Matthau may not have been a dentist , but he was as amusing as he usually is . Bergman brought a great deal of sensitivity to the film ( especially during the scene where her and Matthau go out for a drink after work ) and also a good deal of humor . I believe it was her performance that made my brother take notice of this movie after overhearing a couple scenes . Hawn 's performance is noteworthy , although an Oscar may have been over doing it a bit . Basically , do n't take this movie too seriously and you will enjoy yourself .",1
"How to round up every possible cliché and stereotype existing in the genre of horror and then subsequently stuff them into one massively lousy movie ? The answer : `` Camp Blood '' . This is amateurish slasher nonsense made on a micro-budget and a little bit too obvious inspired by `` Friday the 13th '' . Four of the most intolerable teenage characters you 'll ever see  they 're like a combination of ugly , stupid and annoying  go camping and quickly find themselves pursued by a homicidal maniac in a clown suit . Do n't even ask me what the killer 's motivations were or even who he/she was , because if it did feature in the film , I totally missed it . This is one of the worst movies ever made , with no inspiration or craftsmanship whatsoever . The production values were so pitiable that there are actors playing multiple roles without even bothering to make them unrecognizable . The only half-decent and worthwhile sequence throughout the whole of `` Camp Blood '' is the opening in which the impressively voluptuous Meredith O'Brien has sex in the woods with her geeky boy scout . Yes , I 'm fully aware that this is a totally shallow remark to make , but then again this is a juvenile and retarded film , so who cares ?",0
"What an embarassment ... This doesnt do justice to the original with awful acting from everyone in this movie , Hitchcock must be spinning in his grave . The scence where Marion gets killed in the shower is just so uneffective and unoriginal . The only good bit is that they used the same music and its so obvious who kills her in the shower . I rate this movie 3/10",0
